codefuv;libelle;libellereduit;commune;inseecommune;nature;motdirecteur;categorie;codefantoir;importance;commentaire;datemiseajourattributs;codefuvactu;validite;libelleactu;domanialiteglobale;denomroute;datecreation;datemajdomaglobale;datemajgeometrie;datemajattribtroncon;dateabandondenom;localise		
28935;Rue Volney;R Volney;LYON 8EME;69388;Voie;VOLNEY;RUE;6903887525T;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;04/05/2016;19/12/2008;;Oui		
28936;Rue Wakatsuki;R Wakatsuki;LYON 8EME;69388;Voie;WAKATSUKI;RUE;6903887545P;petite rue;;12/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;26/06/2008;;Oui		
28937;Rue Xavier Privas;R Xavier Privas;LYON 8EME;69388;Voie;PRIVAS;RUE;6903887560F;petite rue;;12/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;19/01/2016;01/02/2007;;Oui		
28939;Allée de Beaulieu-Montribloud;All de Beaulieu-Montribloud;LYON 9EME;69389;Voie;MONTRIBLOUD;ALLEE;6903890750Z;petite rue;;08/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;23/04/2015;17/02/1998;;Oui		
28940;Allée de l'Aquilon;All de l'Aquilon;LYON 9EME;69389;Voie;AQUILON;ALLEE;6903890420R;petite rue;;08/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;12/05/2015;17/02/1998;;Oui		
28941;Allée de l'Observatoire;All de l'Observatoire;LYON 9EME;69389;Voie;OBSERVATOIRE;ALLEE;6903895110N;petite rue;;08/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;17/02/1998;17/02/1998;;Oui		
28942;Allée des Cavatines;All des Cavatines;LYON 9EME;69389;Voie;CAVATINES;ALLEE;6903891320U;petite rue;;08/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;12/05/2015;10/10/1996;;Oui		
28944;Autoroute A6 de Lyon à Paris;Aut A6 de Lyon à Paris;LYON 9EME;69389;Voie;A6;AUTOROUTE;690389X006Z;grand axe;;17/11/1997;;Actuelle;;Métropole;;27/04/1986;10/09/2018;17/04/2015;04/11/2011;;Oui		
28945;Avenue Barthélémy Buyer;Av Barthélémy Buyer;LYON 9EME;69389;Voie;BUYER;AVENUE;6903890680Y;grande rue;;08/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;24/04/2015;30/04/2015;;Oui		
28946;Avenue des Sources;Av des Sources;LYON 9EME;69389;Voie;SOURCES;AVENUE;6903896800A;moyenne rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;07/04/2015;15/05/2007;;Oui		
28947;Avenue Douaumont;Av Douaumont;LYON 9EME;69389;Voie;DOUAUMONT;AVENUE;6903892290Y;moyenne rue;;25/06/2002;;Actuelle;;Métropole;;23/04/1986;13/05/2015;14/04/2015;01/08/2003;;Oui		
28948;Avenue du Frene;Av du Frene;LYON 9EME;69389;Voie;FRENE;AVENUE;6903892905S;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;15/04/2015;03/11/2000;;Oui		
28949;Avenue 25ème Régiment des Tirailleurs Sénégalais;Av 25ème Régiment des Tirailleurs Sénégalais;LYON 9EME;69389;Voie;SENEGALAIS;AVENUE;6903897495F;grande rue;;12/11/1996;;Actuelle;;Mixte;;27/04/1986;13/05/2015;20/04/2015;23/04/2015;;Oui		
28950;Avenue Joannès Masset;Av Joannès Masset;LYON 9EME;69389;Voie;MASSET;AVENUE;6903893885G;moyenne rue;;18/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;24/04/2015;05/03/2007;;Oui		
28951;Avenue de Lanessan;Av de Lanessan;LYON 9EME;69389;Voie;LANESSAN;AVENUE;6903894130Y;grande rue;;12/11/1996;;Actuelle;;Métropole (ex-RD);;23/04/1986;13/05/2015;16/04/2015;23/04/2015;;Oui		
28952;Avenue Sidoine Apollinaire;Av Sidoine Apollinaire;LYON 9EME;69389;Voie;APOLLINAIRE;AVENUE;6903896780D;moyenne rue;;02/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;02/10/2018;21/01/2019;;Oui		
28953;Boulevard Antoine de Saint-Exupéry;Bd Antoine de St-Exupéry;LYON 9EME;69389;Voie;EXUPERY;BOULEVARD;6903896335V;moyenne rue;;27/08/2003;;Actuelle;;Métropole;;27/04/1986;13/05/2015;24/04/2015;18/09/2012;;Oui		
28956;Chemin de Loyasse;Che de Loyasse;LYON 9EME;69389;Voie;LOYASSE;CHEMIN;6903894380V;;;02/07/1996;28956;Supprimé;RUE CARDINAL GERLIER;;;27/04/1986;;;;16/10/1987;Non		
28957;Chemin de Montauban;Che de Montauban;LYON 9EME;69389;Voie;MONTAUBAN;CHEMIN;6903894860S;;;02/07/1996;30706;Supprimé;RUE DE MONTAUBAN;;;23/04/1986;;;;16/10/1987;Non		
28958;Chemin de Montpellas;Che de Montpellas;LYON 9EME;69389;Voie;MONTPELLAS;CHEMIN;6903894900K;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;14/04/2015;30/10/2008;;Oui		
28959;Chemin de Montribloud;Che de Montribloud;LYON 9EME;69389;Voie;MONTRIBLOUD;CHEMIN;6903894905R;;;02/07/1996;30707;Supprimé;RUE DE MONTRIBLOUD;;;23/04/1986;;;;16/10/1987;Non		
28960;Chemin des Balmes;Che des Balmes;LYON 9EME;69389;Voie;BALMES;CHEMIN;6903890615C;;;02/07/1996;30053;Supprimé;MONTEE DES BALMES;;;23/04/1986;;;;16/10/1987;Non		
28961;Chemin du Béal;Che du Béal;LYON 9EME;69389;Voie;BEAL;CHEMIN;6903890740N;;;02/07/1996;29155;Supprimé;RUE DU BEAL;;;23/04/1986;;;;16/10/1987;Non		
28962;Chemin du Petit Montessuy;Che du Petit Montessuy;LYON 9EME;69389;Voie;MONTESSUY;CHEMIN;6903895380G;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;23/02/1998;22/08/2001;;Oui		
28964;Chemin de Montessuy;Che de Montessuy;LYON 9EME;69389;Voie;MONTESSUY;CHEMIN;6903894885U;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;10/04/2015;30/10/2008;;Oui		
28966;Chemin des Charbottes;Che des Charbottes;LYON 9EME;69389;Voie;CHARBOTTES;CHEMIN;6903891467D;petite rue;;12/11/1996;;Actuelle;;Métropole;;27/04/1986;13/05/2015;17/10/2016;17/06/2008;;Oui		
28969;Chemin du Bas Port;Che du Bas Port;LYON 9EME;69389;Voie;PORT;CHEMIN;6903890691K;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;11/08/1998;11/08/1998;;Oui		
28982;Grande Rue de Vaise;Grande R de Vaise;LYON 9EME;69389;Voie;VAISE;RUE;6903897225M;moyenne rue;;23/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;22/04/2015;31/08/2011;;Oui		
28983;Grande Rue de Saint Rambert;Grande R de St Rambert;LYON 9EME;69389;Voie;RAMBERT;RUE;6903896550D;moyenne rue;;23/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;07/11/2016;07/11/2007;;Oui		
28985;Impasse Bellefontaine;Imp Bellefontaine;LYON 9EME;69389;Voie;BELLEFONTAINE;IMPASSE;6903890810P;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;01/01/1996;01/01/1996;;Oui		
28986;Impasse Charavay;Imp Charavay;LYON 9EME;69389;Voie;CHARAVAY;IMPASSE;6903891465B;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;03/04/2017;01/01/1996;;Oui		
28987;Impasse de la Courtille;Imp de la Courtille;LYON 9EME;69389;Voie;COURTILLE;IMPASSE;6903891953G;petite rue;;12/11/1996;;Actuelle;;Mixte;;23/04/1986;13/05/2015;01/01/1996;26/01/2006;;Oui		
28988;Impasse Gorge de Loup;Imp Gorge de Loup;LYON 9EME;69389;Voie;LOUP;IMPASSE;6903893284D;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;01/01/1996;05/10/1998;;Oui		
28989;Impasse de l'Horloge;Imp de l'Horloge;LYON 9EME;69389;Voie;HORLOGE;IMPASSE;6903893485X;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;01/01/1996;26/02/2013;;Oui		
28990;Impasse de la Duchère;Imp de la Duchère;LYON 9EME;69389;Voie;DUCHERE;IMPASSE;6903892315A;petite rue;;12/11/1996;28993;Historique;IMPASSE DES JARDINS;;;23/04/1986;;11/09/2003;11/09/2003;11/09/2003;Oui		
28991;Impasse de la Mouchonne;Imp de la Mouchonne;LYON 9EME;69389;Voie;MOUCHONNE;IMPASSE;6903894940D;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;19/02/2019;19/06/2008;;Oui		
28992;Impasse de la Trappe;Imp de la Trappe;LYON 9EME;69389;Voie;TRAPPE;IMPASSE;6903897114S;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;01/01/1996;03/12/2004;;Oui		
28993;Impasse des Jardins;Imp des Jardins;LYON 9EME;69389;Voie;JARDINS;IMPASSE;6903893665T;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;17/06/2016;20/04/2015;20/04/2016;;Oui		
28994;Impasse des Tanneurs;Imp des Tanneurs;LYON 9EME;69389;Voie;TANNEURS;IMPASSE;6903896883R;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;01/01/1996;01/01/1996;;Oui		
28995;Passage du Béal;Pas du Béal;LYON 9EME;69389;Voie;BEAL;PASSAGE;6903890745U;petite rue;;28/04/2003;;Actuelle;;Privé;;23/04/1986;13/05/2015;01/01/1996;17/11/2005;;Oui		
28996;Impasse Frère Benoit;Imp Frère Benoit;LYON 9EME;69389;Voie;BENOIT;IMPASSE;6903892910X;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;01/01/1996;;Oui		
28998;Impasse Masson;Imp Masson;LYON 9EME;69389;Voie;MASSON;IMPASSE;6903894658X;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;28/01/2015;07/09/2011;;Oui		
28999;Impasse Mouillard;Imp Mouillard;LYON 9EME;69389;Voie;MOUILLARD;IMPASSE;6903894945J;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;16/04/2015;01/09/2010;;Oui		
29000;Impasse Paquet-Mérel;Imp Paquet-Mérel;LYON 9EME;69389;Voie;MEREL;IMPASSE;6903895200L;petite rue;;12/11/1996;;Actuelle;;Privé;;23/04/1986;13/05/2015;22/02/2013;22/02/2013;;Oui		
29001;Impasse Roquette;Imp Roquette;LYON 9EME;69389;Voie;ROQUETTE;IMPASSE;6903896130X;petite rue;;12/11/1996;;Historique;;;;23/04/1986;;13/01/1997;13/01/1997;13/01/1997;Oui		
29002;Impasse Saint Louis;Imp St Louis;LYON 9EME;69389;Voie;LOUIS;IMPASSE;6903896425T;;;02/07/1996;;Supprimé;;;;23/04/1986;;;;15/12/1995;Non		
29012;1ère Avenue Le Chateau;1ère Av Le Chateau;LYON 9EME;69389;Voie;CHATEAU;AVENUE;6903892355U;;;20/08/1997;2099;Supprimé;BOULEVARD DE LA DUCHERE;;;27/04/1986;;;;01/09/1992;Non		
29014;10ème Avenue La Sauvegarde;10ème Av La Sauvegarde;LYON 9EME;69389;Voie;SAUVEGARDE;AVENUE;6903892364D;;;21/05/1996;32108;Supprimé;AVENUE DE LA SAUVEGARDE;;;27/04/1986;;;;01/08/1989;Non		
29016;11ème Avenue La Sauvegarde;11ème Av La Sauvegarde;LYON 9EME;69389;Voie;SAUVEGARDE;AVENUE;6903892365E;;;21/05/1996;32108;Supprimé;AVENUE DE LA SAUVEGARDE;;;27/04/1986;;;;01/08/1989;Non		
29017;11ème Rue Le Chateau;11ème R Le Chateau;LYON 9EME;69389;Voie;CHATEAU;RUE;6903892378U;;;21/05/1996;32111;Supprimé;RUE DU CHATEAU DE LA DUCHERE;;;27/04/1986;;;;01/08/1989;Non		
29019;12ème Rue Le Chateau;12ème R Le Chateau;LYON 9EME;69389;Voie;CHATEAU;RUE;6903892379V;;;21/05/1996;32112;Supprimé;RUE JEAN FOURNIER;;;27/04/1986;;;;21/04/1989;Non		
29020;13ème Rue Le Chateau;13ème R Le Chateau;LYON 9EME;69389;Voie;CHATEAU;RUE;6903892396N;;;21/05/1996;32112;Supprimé;RUE JEAN FOURNIER;;;27/04/1986;;;;21/04/1989;Non		
29021;14ème Rue Le Chateau;14ème R Le Chateau;LYON 9EME;69389;Voie;CHATEAU;RUE;6903892381X;;;21/05/1996;32112;Supprimé;RUE JEAN FOURNIER;;;27/04/1986;;;;01/08/1989;Non		
29022;15ème Rue Le Chateau;15ème R Le Chateau;LYON 9EME;69389;Voie;CHATEAU;RUE;6903892382Y;;;21/05/1996;32111;Supprimé;RUE DU CHATEAU DE LA DUCHERE;;;27/04/1986;;;;21/04/1989;Non		
29024;17ème Rue Le Plateau;17ème R Le Plateau;LYON 9EME;69389;Voie;PLATEAU;RUE;6903892384A;;;21/05/1996;;Supprimé;;;;27/04/1986;;;;01/09/1992;Non		
29025;18ème Rue Le Plateau;18ème R Le Plateau;LYON 9EME;69389;Voie;PLATEAU;RUE;6903892385B;;;21/05/1996;32104;Supprimé;RUE MARCEL CERDAN;;;27/04/1986;;;;21/04/1989;Non		
29026;19ème Rue Le Plateau;19ème R Le Plateau;LYON 9EME;69389;Voie;PLATEAU;RUE;6903892386C;petite rue;;12/11/1996;;Actuelle;;Métropole;;27/04/1986;13/05/2015;01/01/1996;01/01/1996;;Oui		
29027;2ème Avenue Le Chateau;2ème Av Le Chateau;LYON 9EME;69389;Voie;CHATEAU;AVENUE;6903892356V;;;21/05/1996;32099;Supprimé;BOULEVARD DE LA DUCHERE;;;27/04/1986;;;;21/04/1989;Non		
29029;20ème Rue Balmont Est;20ème R Balmont Est;LYON 9EME;69389;Voie;BALMONT;RUE;6903892387D;;;21/05/1996;29134;Supprimé;RUE DE LA PIEMENTE;;;27/04/1986;;;;01/09/1992;Non		
29030;21ème Rue La Sauvegarde;21ème R La Sauvegarde;LYON 9EME;69389;Voie;SAUVEGARDE;RUE;6903892388E;;;21/05/1996;32106;Supprimé;RUE MARIUS DONJON;;;27/04/1986;;;;21/04/1989;Non		
29031;22ème Rue La Sauvegarde;22ème R La Sauvegarde;LYON 9EME;69389;Voie;SAUVEGARDE;RUE;6903892389F;;;21/05/1996;32107;Supprimé;RUE ROBERT WOLVILLE;;;27/04/1986;;;;21/04/1989;Non		
29032;23ème Rue La Sauvegarde;23ème R La Sauvegarde;LYON 9EME;69389;Voie;SAUVEGARDE;RUE;6903892390G;;;21/05/1996;32106;Supprimé;RUE MARIUS DONJON;;;27/04/1986;;;;21/04/1989;Non		
29038;3ème Avenue Balmont Ouest;3ème Av Balmont Ouest;LYON 9EME;69389;Voie;BALMONT;AVENUE;6903892357W;;;21/05/1996;32098;Supprimé;BOULEVARD DE BALMONT ET 32371 AVENUE DE CHAMPAGNE;;;27/04/1986;;;;01/08/1989;Non		
29040;4ème Avenue Le Plateau;4ème Av Le Plateau;LYON 9EME;69389;Voie;PLATEAU;AVENUE;6903892358X;;;21/05/1996;2672;Supprimé;AVENUE ANDREI SAKHAROV;;;27/04/1986;;;;01/09/1992;Non		
29042;5ème Avenue Le Plateau;5ème Av Le Plateau;LYON 9EME;69389;Voie;PLATEAU;AVENUE;6903892359Y;;;21/05/1996;32100;Supprimé;AVENUE DU PLATEAU;;;27/04/1986;;;;21/04/1989;Non		
29044;6ème Avenue Balmont Est;6ème Av Balmont Est;LYON 9EME;69389;Voie;BALMONT;AVENUE;6903892360Z;;;21/05/1996;32098;Supprimé;BOULEVARD DE BALMONT;;;27/04/1986;;;;21/04/1989;Non		
29046;7ème Avenue La Sauvegarde;7ème Av La Sauvegarde;LYON 9EME;69389;Voie;SAUVEGARDE;AVENUE;6903892361A;;;21/05/1996;32110;Supprimé;AVENUE D ECULLY;;;27/04/1986;;;;21/04/1989;Non		
29048;8ème Avenue Le Plateau;8ème Av Le Plateau;LYON 9EME;69389;Voie;PLATEAU;AVENUE;6903892362B;;;21/05/1996;32099;Supprimé;BOULEVARD DE LA DUCHERE;;;27/04/1986;;;;21/04/1989;Non		
29057;Montée de la Sauvagère;Mte de la Sauvagère;LYON 9EME;69389;Voie;SAUVAGERE;MONTEE;6903896682X;petite rue;;28/11/1997;;Actuelle;;Métropole;;27/04/1986;13/05/2015;14/04/2015;05/12/2002;;Oui		
29058;Montée de Balmont;Mte de Balmont;LYON 9EME;69389;Voie;BALMONT;MONTEE;6903890620H;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;20/04/2015;23/04/1999;;Oui		
29059;Montée de l'Observance;Mte de l'Observance;LYON 9EME;69389;Voie;OBSERVANCE;MONTEE;6903895105H;moyenne rue;;18/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;19/02/2019;27/03/2012;;Oui		
29060;Montée de la Chana;Mte de la Chana;LYON 9EME;69389;Voie;CHANA;MONTEE;6903891415X;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;06/07/2007;;Oui		
29061;Montée de la Sarra;Mte de la Sarra;LYON 9EME;69389;Voie;SARRA;MONTEE;6903896675P;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;01/01/1996;;Oui		
29063;Montée du Greillon;Mte du Greillon;LYON 9EME;69389;Voie;GREILLON;MONTEE;6903893340P;petite rue;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;24/04/2015;01/01/1996;;Oui		
29064;Place Bernard Schonberg;Pl Bernard Schonberg;LYON 9EME;69389;Voie;SCHONBERG;PLACE;6903890920J;petite place;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;23/02/2017;28/02/2017;;Oui		
29065;Place Bourgneuf;Pl Bourgneuf;LYON 9EME;69389;Voie;BOURGNEUF;PLACE;6903891083L;moyenne place;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;24/04/2015;01/01/1996;;Oui		
29066;Place de Paris;Pl de Paris;LYON 9EME;69389;Voie;PARIS;PLACE;6903895210X;moyenne place;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;26/02/2003;11/12/2007;;Oui		
29067;Place de Saint Rambert;Pl de St Rambert;LYON 9EME;69389;Voie;RAMBERT;PLACE;6903896545Y;petite place;;12/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;15/04/2015;23/02/2000;;Oui		
28866;Rue Jules Froment;R Jules Froment;LYON 8EME;69388;Voie;FROMENT;RUE;6903883975J;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;25/04/2016;01/01/1996;;Oui		
28867;Rue Jules Valensaut;R Jules Valensaut;LYON 8EME;69388;Voie;VALENSAUT;RUE;6903884000L;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;25/04/2016;19/12/1997;;Oui		
28868;Rue Laennec;R Laennec;LYON 8EME;69388;Voie;LAENNEC;RUE;6903884090J;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;25/08/2016;27/05/2004;;Oui		
28870;Rue Laurent Carle;R Laurent Carle;LYON 8EME;69388;Voie;CARLE;RUE;6903884170W;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;19/12/1997;;Oui		
28871;Rue Saint Gilbert;R St Gilbert;LYON 8EME;69388;Voie;GILBERT;RUE;;;;02/04/2001;;Supprimé;;;;23/04/1986;;;;01/09/1992;Non		
28872;Rue Longefer;R Longefer;LYON 8EME;69388;Voie;LONGEFER;RUE;6903884270E;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;04/05/2016;26/06/2008;;Oui		
28874;Rue Louis Chapuy;R Louis Chapuy;LYON 8EME;69388;Voie;CHAPUY;RUE;6903884322L;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;03/04/2007;;Oui		
28875;Rue Louis Hugounenq;R Louis Hugounenq;LYON 8EME;69388;Voie;HUGOUNENQ;RUE;6903884340F;petite rue;;11/09/1996;28765;Historique;PLACE ANDRE LATARGET;;;27/04/1986;;16/02/1998;16/02/1998;16/02/1998;Oui		
28876;Rue Louis Jouvet;R Louis Jouvet;LYON 8EME;69388;Voie;JOUVET;RUE;6903884343J;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;09/05/2016;16/05/2011;;Oui		
28877;Rue Louis Tixier;R Louis Tixier;LYON 8EME;69388;Voie;TIXIER;RUE;6903884360C;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;19/06/1998;;Oui		
28878;Rue Ludovic Arrachart;R Ludovic Arrachart;LYON 8EME;69388;Voie;ARRACHART;RUE;6903884395R;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;27/04/1986;13/05/2015;27/04/2016;03/12/2004;;Oui		
28880;Rue Marius Berliet;R Marius Berliet;LYON 8EME;69388;Voie;BERLIET;RUE;6903884590C;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;27/04/1986;13/05/2015;09/05/2016;16/10/2012;;Oui		
28881;Rue Maryse Bastié;R Maryse Bastié;LYON 8EME;69388;Voie;BASTIE;RUE;6903884635B;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;09/05/2016;10/10/2012;;Oui		
28884;Rue du Moulin à Vent;R du Moulin à Vent;LYON 8EME;69388;Voie;VENT;RUE;6903884955Z;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;11/09/2018;15/12/2008;;Oui		
28885;Rue Neuve de Monplaisir;R Neuve de Monplaisir;LYON 8EME;69388;Voie;MONPLAISIR;RUE;6903885010J;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;13/09/2005;;Oui		
28887;Rue Nungesser et Coli;R Nungesser et Coli;LYON 8EME;69388;Voie;COLI;RUE;6903885100G;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;04/05/2016;18/02/2014;;Oui		
28888;Rue Paul Cazeneuve;R Paul Cazeneuve;LYON 8EME;69388;Voie;CAZENEUVE;RUE;6903885265L;moyenne rue;;01/07/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;02/05/2016;25/06/2009;;Oui		
28889;Rue Professeur Beauvisage;R Pfr Beauvisage;LYON 8EME;69388;Voie;BEAUVISAGE;RUE;6903885740C;grande rue;;08/11/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;26/04/2016;13/06/2005;;Oui		
28890;Rue Professeur Calmette;R Pfr Calmette;LYON 8EME;69388;Voie;CALMETTE;RUE;6903885745H;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;05/03/2009;05/03/2009;;Oui		
28891;Rue Professeur Kleinclausz;R Pfr Kleinclausz;LYON 8EME;69388;Voie;KLEINCLAUSZ;RUE;6903885770K;petite rue;;11/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;28/04/2016;01/01/1996;;Oui		
28471;Rue Tronchet;R Tronchet;LYON 6EME;69386;Voie;TRONCHET;RUE;6903867180B;moyenne rue;;25/06/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;25/04/2016;20/01/2011;;Oui		
28472;Rue Vaisse;R Vaisse;LYON 6EME;69386;Voie;VAISSE;RUE;6903867225A;petite rue;;04/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;01/01/1996;;Oui		
28473;Rue Vauban;R Vauban;LYON 6EME;69386;Voie;VAUBAN;RUE;6903867270Z;moyenne rue;;25/06/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;22/04/2016;05/10/2011;;Oui		
28474;Rue Vendôme;R Vendôme;LYON 6EME;69386;Voie;VENDOME;RUE;6903867310T;moyenne rue;;13/07/2000;;Actuelle;;Métropole;;23/04/1986;13/05/2015;12/06/2018;13/10/2009;;Oui		
28475;Rue Viricel;R Viricel;LYON 6EME;69386;Voie;VIRICEL;RUE;6903867500Z;petite rue;;04/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;02/02/2000;05/11/2003;;Oui		
28476;Rue Waldeck Rousseau;R Waldeck Rousseau;LYON 6EME;69386;Voie;ROUSSEAU;RUE;6903867550D;moyenne rue;;25/06/1996;;Actuelle;;Métropole;;23/04/1986;16/03/2016;01/12/2015;07/03/2016;;Oui		
28477;Square du Capitaine Billon;Sq du Cne Billon;LYON 6EME;69386;Voie;BILLON;SQUARE;6903861225D;moyenne place;;04/09/1996;;Actuelle;;Métropole;;27/04/1986;13/05/2015;17/04/2013;20/12/2013;;Oui		
28480;Avenue Berthelot;Av Berthelot;LYON 7EME;69387;Voie;BERTHELOT;AVENUE;6903870900W;grande rue;;16/09/1996;;Actuelle;;Métropole;;27/04/1986;13/05/2015;10/05/2016;05/12/2012;;Oui		
28481;Avenue Debourg;Av Debourg;LYON 7EME;69387;Voie;DEBOURG;AVENUE;6903872110L;moyenne rue;;25/06/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;11/05/2016;09/06/2011;;Oui		
28482;Avenue du Château de Gerland;Av du Château de Gerland;LYON 7EME;69387;Voie;GERLAND;AVENUE;6903871570Z;petite rue;;16/11/2000;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;06/11/2002;;Oui		
28483;Avenue Félix Faure;Av Félix Faure;LYON 7EME;69387;Voie;FAURE;AVENUE;6903872685L;grande rue;;16/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;01/01/1996;04/06/2010;;Oui		
28484;Avenue Jean-François Raclet;Av Jean-François Raclet;LYON 7EME;69387;Voie;RACLET;AVENUE;6903873735C;moyenne rue;;25/06/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;30/07/2018;11/07/2012;;Oui		
28485;Avenue Jean Jaurès;Av Jean Jaurès;LYON 7EME;69387;Voie;JAURES;AVENUE;6903873745N;grande rue;;16/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;09/11/2018;06/02/2013;;Oui		
28486;Avenue Jules Carteret;Av Jules Carteret;LYON 7EME;69387;Voie;CARTERET;AVENUE;6903873955S;;;25/06/1996;;Supprimé;;;;23/04/1986;;;;04/10/1994;Non		
28487;Avenue Leclerc;Av Leclerc;LYON 7EME;69387;Voie;LECLERC;AVENUE;6903874200H;grande rue;;16/09/1996;;Actuelle;;Métropole;;23/04/1986;13/05/2015;02/05/2016;28/07/2009;;Oui		
28489;Avenue Tony Garnier;Av Tony Garnier;LYON 7EME;69387;Voie;GARNIER;AVENUE;6903877035P;grande rue;;16/10/2008;;Actuelle;;Métropole;;23/04/1986;13/05/2015;13/05/2016;25/05/2016;;Oui		
28490;Boulevard Chambaud de la Bruyère;Bd Chambaud de la Bruyère;LYON 7EME;69387;Voie;BRUYERE;BOULEVARD;6903871390D;grande rue;;16/09/1996;;Actuelle;;Métropole;;27/04/1986;13/05/2015;11/05/2016;16/01/2008;;Oui		
28491;Boulevard de l'Artillerie;Bd de l'Artillerie;LYON 7EME;69387;Voie;ARTILLERIE;BOULEVARD;6903870496G;moyenne rue;;20/09/2010;;Actuelle;;Métropole;;23/04/1986;13/05/2015;11/05/2016;18/09/2006;;Oui		
